SMILES,Predicted Side Effects,Severity,Severity Score
c12cc(O)cc(O)c1c(c(O)c(-c1cc(c(c(O)c1)O)O)o2)=O,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.1477
C1(N2C(O)=C(N3CC(C2C(C)C3=O)=O)c2ccccc2)C(C(C(O)C(C)C1C)O)O,"dizziness, photosensitivity, stomach upset, cough, headaches",Not Severe,0.0741
c1c(cccc1C(N(CC)CC)=O)C,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1538
c12c(C(=O)Cc3c(cccc3)C1=C1CCN(C)CC1)scc2,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1592
Oc1cc(cc2c1C(=O)CC(c1ccc(cc1)O)O2)OC1OC(C(O)C(O)C1OC1C(O)C(O)C(O)C(O1)C)CO,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1013
c1cc(ccc1C(C)C(O)=O)CC(C)C,"dizziness, stomach irritation, kidney damage, bleeding, skin irritation",Not Severe,0.1526
C(N(CC)CC)(c1cc(ccc1)C)=O,"dizziness, nausea, skin irritation, redness, swelling",Not Severe,0.1524
OC1C(C(O)C(OC1Oc1c(c2c(O)cc(cc2oc1-c1cc(c(O)cc1)O)O)=O)CO)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0898
[C@@H]1([C@H](O)[C@@H]([C@@H](CO)O1)O)n1cnc(C(N)=O)n1,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1285
C1[C@@H]2OC(=O)[C@H]3[C@@]4(/C(CO[C@@H]4[C@H](O)C(C)=C3)=C/C=C/[C@H](C)[C@H](O[C@@H]3O[C@H]([C@H](O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)[C@H](C3)OC)C)/C(=C/C[C@H]1O[C@]1(O[C@@H]([C@@H](C)CC1)C(C)C)C2)C)O.[C@H]12C[C@@]3(O[C@H](C/C=C(\C)[C@H]([C@@H](C)/C=C/C=C4\CO[C@H]5[C@@]4([C@H](C(O1)=O)C=C(C)[C@H]5O)O)O[C@H]1C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@@H](O4)C)[C@@H](O1)C)C2)CC[C@H](C)[C@H](O3)[C@@H](C)CC,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1218
Oc1c2c(cc(O)c1)oc(-c1ccc(O)cc1)c(O)c2=O,"nausea, diarrhea, headache, dizziness, flatulence",Not Severe,0.2266
c1c(c(ccc1-c1oc2cc(cc(O)c2c(c1O)=O)O)O)O,"diarrhea, constipation, gas, stomach upset, bloating",Not Severe,0.1603
c1(c(O)c(c(O)c(c1)O)O)[C@H]1O[C@@H](C)[C@@H](CC)[C@@H]([C@@H](C1)O[C@H]1[C@@H]([C@H](O[C@H](O)C1)N(C)C)O)O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1387
c1c(O)cc(c(c1O)C(C=Cc1ccccc1)=O)OC,"headache, dizziness, vomiting, nausea, diarrhea",Not Severe,0.1094
c1ccc(nc1)Nc1ccc(C(CNC(C)C)O)cc1,"dizziness, headache, flatulence, diarrhoea, stomach irritation",Not Severe,0.2174
c12c(NC(C)CCCN(CC)CC)ccnc1cc(cc2)Cl,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2036
n1nnc(SCC2C(N(C)C(=O)C3=C2NC(C(N)C3C)=O)=O)n1CC(=O)O,"diarrhea, stomach upset, vomiting, rash, injection site reaction",Not Severe,0.0742
C1C[C@]2(C[C@@H]3C[C@@H](C/C=C(/[C@H]([C@H](/C=C/C=C4\CO[C@@H]5[C@@H](C(C)=C[C@H]([C@]45O)C(O3)=O)O)C)O[C@@H]3O[C@H]([C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)C)C)O2)O[C@H](C(C)C)[C@H]1C.[C@@]12(O)[C@@H]3OC/C2=C\C=C\[C@H](C)[C@H](O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O[C@H]2C[C@@H]([C@H]([C@H](C)O2)O)OC)OC)/C(C)=C/C[C@H]2O[C@@]4(C[C@H](C2)OC(=O)[C@@H]1C=C(C)[C@H]3O)O[C@H]([C@H](CC)C)[C@@H](C)CC4,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.138
c1c2nccc(NC(C)CCCN(CC)CC)c2ccc1Cl,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2125
Oc1cc(c(-c2c(c3c(oc(-c4ccc(O)cc4)cc3=O)cc2O)O)c2c1c(cc(-c1ccc(cc1)O)o2)=O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.259
o1c2c(c(c(O)c1-c1cc(c(cc1)O)O)=O)c(cc(O)c2)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2705
Oc1c(O)c(cc2c1c(=O)cc(o2)-c1ccccc1)O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.2094
c1c2c(ccc1)CC(=O)c1c(ccs1)C2=C1CCN(C)CC1,"nausea, vomiting, constipation, itching, headache",Not Severe,0.24
O=C1C2C(C(N(C(c3ccccc3)=C(O)N2C2C(C)C(C)C(C(C2O)O)O)C1)=O)C,"skin dryness, night-blindness, headache, agitation, skin rash",Not Severe,0.0653
N(C(=N)NC(=N)N)(C)C,"bloating, gas, diarrhea, belly pain, constipation",Not Severe,0.0865
c12c(oc(c(c1=O)O)-c1ccc(cc1)O)cc(cc2O)O,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1763
CN1CCN(CC1)c1c2c(cc(Cl)cc2)cnc1,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.3131
c1c(c(C(O)=O)ccc1)OC(C)=O,"diarrhea, nausea, headache, dizziness, bloating",Not Severe,0.1272
c1c(ccc(c1)NC(C)=O)O,"diarrhea, nausea, bloating, gas, belly pain",Not Severe,0.1242
[Na+].c1(c(C(C(=O)[O-])C)cccc1)C(C)c1ccccc1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1563
C(C)(C(O)=O)c1ccc(cc1)CC(C)C,"nausea, vomiting, diarrhea, dizziness, headache",Not Severe,0.1864
c1cc(cc(C)c1)C(N(CC)CC)=O,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1337
c1cccc(c1Cl)[C@@H]1C(C(Nc2ncccc2)=O)=C(NC(=C1C(OCC)=O)c1ccc(cc1)-n1c2c(cncc2)nc1C)C,"headache, diarrhea, dizziness, nausea, skin rash",Not Severe,0.148
C(c1ccc(CC(C)C)cc1)(C(=O)O)C,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1606
c1(-c2ccc(O)c(c2)O)oc2cc(cc(c2c(=O)c1O)O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1354
c1(-c2ccc(c(O)c2)O)oc2c(c(=O)c1OC1OC(C(C(C1O)O)O)CO)c(cc(c2)O)O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1215
NC(N)=N[C@@H]1[C@H]([C@H]([C@H](O)[C@H](O)CO)OC(=C1)C(O)=O)NC(C)=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0885
c1(ccc(C(O)CNC(C)C)cc1)Nc1ccccn1,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.2054
c1(c2c(cc(OC3C(OC4OC(C)C(C(O)C4O)O)C(C(C(O3)CO)O)O)c1)OC(CC2=O)c1ccc(cc1)O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1437
[C@@H]1(O)C/C(C(CC1)=C)=C/C=C1/[C@H]2[C@](CCC1)([C@H](CC2)[C@H](C)CCCC(C)C)C,"nausea, diarrhea, vomiting, itching, headache",Not Severe,0.1459
O[C@@H]1C/C(=C/C=C2\CCC[C@@]3([C@@H]([C@@H](CCCC(C)C)C)CC[C@@H]23)C)C(CC1)=C,"nausea, diarrhea, itching, stomach pain, vomiting",Not Severe,0.1687
c12c(c(=O)c(c(o1)-c1ccc(O)c(O)c1)O)c(O)cc(c2)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.172
C1(OC)C=c2c(=O)[nH]c(nc2=CNC=1OC)SCc1c(F)cccc1,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.1698
c1(cc(O)cc2oc(-c3cc(c(cc3)O)O)c(OC3OC(C(C(C3O)O)O)CO)c(=O)c21)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0996
C1[C@@H]([C@]2(CCC/C([C@@H]2C1)=C\C=C1/C(CC[C@@H](C1)O)=C)C)[C@@H](CCCC(C)C)C,"nausea, diarrhea, itching, stomach pain, dizziness",Not Severe,0.1738
[C@@H]1([C@@H](O)[C@H](n2cnc(C(=O)N)n2)O[C@@H]1CO)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1346
C(=O)(C)Oc1ccccc1C(=O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1455
c1(O)cc2c(c(O)c1O)c(cc(-c1ccccc1)o2)=O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1724
[C@H]([C@@H](O)[C@H]1[C@H](NC(=O)C)[C@H](C=C(C(O)=O)O1)N=C(N)N)(CO)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1082
CN(C(SCCNC)=Nc1cncn1C)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1021
[C@@H]1(O)[C@@H]2[C@H]([C@@H]([C@H](CN2CC1)OC(CCC)=O)O)O,"nausea, diarrhea, dizziness, vomiting, stomach pain",Not Severe,0.1518
O=C(C1=C(NC(c2ccc(cc2)-n2c3c(cncc3)nc2C)=C(C(=O)OCC)[C@@H]1c1ccccc1Cl)C)Nc1ncccc1,"headache, skin rash, diarrhea, dizziness, nausea",Not Severe,0.1058
C(SC(N(C)C)=Nc1cncn1C)CNC,"dizziness, headache, diarrhea, fatigue, skin irritation",Not Severe,0.1356
c1(=O)c(O)c(oc2cc(cc(O)c21)O)-c1ccc(O)cc1,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2006
C1/C2=C\C=C\[C@H](C)[C@@H](/C(=C/C[C@@H]3C[C@@H](C[C@@]4(O3)CC[C@@H]([C@@H]([C@H](CC)C)O4)C)OC(=O)[C@@H]3C=C(C)[C@@H](O)[C@@H](O1)[C@@]23O)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O[C@@H]1O[C@H]([C@H](O)[C@H](C1)OC)C)OC.C1C[C@H](C)[C@@H](C(C)C)O[C@@]21O[C@@H]1C/C=C(\C)[C@@H](O[C@H]3C[C@@H]([C@@H](O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)[C@@H](O3)C)OC)[C@@H](C)/C=C/C=C3\CO[C@H]4[C@]3(O)[C@H](C(=O)O[C@@H](C1)C2)C=C(C)[C@H]4O,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1189
[Na+].c1cccc(c1C(c1ccccc1)C)C(C([O-])=O)C,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1348
C(Oc1c(cccc1)C(O)=O)(C)=O,"diarrhea, dizziness, bloating, gas, belly pain",Not Severe,0.1123
S(c1nc2=CNC(=C(OC)C=c2c([nH]1)=O)OC)Cc1ccccc1F,"dizziness, nausea, diarrhea, headache, cough",Not Severe,0.1679
Oc1ccc(cc1)NC(=O)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1275
O=C(C(C)C)O[C@@H]1[C@@H]([C@@](N=[N+]=[N-])(COC(C(C)C)=O)O[C@H]1n1ccc(nc1=O)N)OC(C(C)C)=O,"diarrhea, nausea, headache, vomiting, stomach pain",Not Severe,0.1115
c1(O)cc(cc(c1C(C=Cc1ccccc1)=O)OC)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1183
c1c2ccc(Cl)cc2nc(c1)/C=C/c1cccc([C@H](SCC2(CC2)CC(=O)O)CCc2ccccc2C(C)(C)O)c1,"headache, diarrhea, nausea, vomiting, itching",Not Severe,0.1938
CN1C(=O)C2=C(NC(=O)C(N)C2C)C(CSc2nnnn2CC(=O)O)C1=O,"diarrhea, constipation, rash, injection site reaction, energy failure",Not Severe,0.0723
c1(oc2c(c(O)cc(O)c2)c(=O)c1O)-c1ccc(cc1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.19
N(CC)(CCCC(Nc1c2c(ncc1)cc(cc2)Cl)C)CC,"dizziness, nausea, vomiting, drowsiness, dry mouth",Not Severe,0.2012
[Na+].c1c(C(C)c2ccccc2C(C([O-])=O)C)cccc1,"dizziness, headache, itching, nausea, vomiting",Not Severe,0.1702
O=C(C=Cc1ccccc1)c1c(OC)cc(cc1O)O,"dizziness, nausea, diarrhea, headache, stomach irritation",Not Severe,0.1175
c12c(O)c(-c3c4c(c(cc3O)O)c(=O)cc(-c3ccc(cc3)O)o4)c(O)cc1oc(cc2=O)-c1ccc(cc1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2318
[C@H]1(O[C@@H]2O[C@H]([C@H](O)[C@@H](OC)C2)C)[C@H](C)O[C@@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@H](OC([C@H]4[C@@]5(O)[C@@H]([C@H](O)C(C)=C4)OC/C5=C\C=C\[C@@H]2C)=O)C[C@]2(CC[C@H](C)[C@H](O2)C(C)C)O3)C[C@@H]1OC.[C@H]1([C@H]([C@@H](O[C@H](C1)O[C@H]1[C@@H](O[C@@H](O[C@@H]2/C(=C/C[C@H]3O[C@@]4(CC[C@@H]([C@H](O4)[C@H](CC)C)C)C[C@@H](OC([C@@H]4C=C([C@@H](O)[C@@H]5[C@]4(/C(=C/C=C/[C@@H]2C)CO5)O)C)=O)C3)C)C[C@@H]1OC)C)C)O)OC,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1258
c1c(C2Oc3cc(OC)cc(c3C(C2)=O)O)cccc1,"dizziness, headache, nausea, diarrhea, stomach upset",Not Severe,0.1614
O=c1c2c(nc(SCc3c(F)cccc3)[nH]1)=CNC(OC)=C(OC)C=2,"dizziness, headache, diarrhea, vision problems, heart issues",Not Severe,0.1149
c1c(-c2c(c3c(oc2)cc(O)cc3)=O)ccc(c1)O,"dizziness, flatulence, diarrhoea, nausea, diarrhea",Not Severe,0.2437
O=C1CC(c2ccccc2)Oc2c1c(O)cc(OC)c2,"dizziness, headache, drowsiness, dry mouth, vision problems",Not Severe,0.1756
C1N2C[C@H](OC(CCC)=O)[C@@H](O)[C@@H]([C@H]2[C@H](C1)O)O,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.0849
c1ccc(C(CCN(C)C)c2ccc(Cl)cn2)cc1,"drowsiness, dry mouth, dizziness, flatulence, diarrhoea",Not Severe,0.2648
n1c(C(CCN(C)C)c2ccccc2)ccc(c1)Cl,"drowsiness, dry mouth, dizziness, nausea, vomiting",Not Severe,0.1993
CC(C(=O)O[C@H]1[C@@H](OC(C(C)C)=O)[C@H](n2ccc(N)nc2=O)O[C@]1(N=[N+]=[N-])COC(C(C)C)=O)C,"nausea, diarrhea, headache, vomiting, dizziness",Not Severe,0.0998
C1(O)C(C(C(CO)OC1Oc1c(oc2c(c1=O)c(O)cc(O)c2)-c1ccc(c(O)c1)O)O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1267
CC(c1ccc(cc1)CC(C)C)C(=O)O,"dizziness, itching, nausea, vomiting, skin irritation",Not Severe,0.1744
C(\c1nc2cc(Cl)ccc2cc1)=C/c1cccc(c1)[C@H](SCC1(CC(=O)O)CC1)CCc1c(C(O)(C)C)cccc1,"headache, diarrhea, nausea, vomiting, itching",Not Severe,0.2381
c1cc(O)ccc1-c1coc2cc(ccc2c1=O)O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1951
Oc1c(c2oc(-c3ccc(cc3)O)cc(c2c(c1)O)=O)-c1c(O)cc2c(c1O)c(=O)cc(o2)-c1ccc(O)cc1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2328
c1(Cl)cc2c(cc1)c(cnc2)N1CCN(CC1)C,"headache, nausea, vomiting, constipation, itching",Not Severe,0.2095
Oc1c(-c2cc(c(O)cc2)O)oc2c(c(cc(O)c2)O)c1=O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2011
N1(CCN(C)CC1)c1cncc2cc(Cl)ccc21,"flatulence, diarrhoea, nausea, vomiting, constipation",Not Severe,0.2412
O(C(C)=O)c1ccccc1C(O)=O,"diarrhea, dizziness, headache, nausea, bloating",Not Severe,0.1664
c1(cc(OC)cc2OC(c3ccccc3)CC(=O)c21)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.1493
o1c2cc(c(c(c2c(cc1-c1ccc(cc1)O)=O)O)-c1c2c(c(=O)cc(o2)-c2ccc(cc2)O)c(O)cc1O)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.199
c1c(C)cccc1C(N(CC)CC)=O,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1648
c1c(c(O)cc(-c2oc3c(c(O)cc(c3)O)c(c2O)=O)c1)O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.2378
c1c(ccc(-c2cc(c3c(c(-c4c(c5c(=O)cc(oc5cc4O)-c4ccc(O)cc4)O)c(cc3O)O)o2)=O)c1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1944
c1c(c(ccc1-c1c(c(=O)c2c(O)cc(cc2o1)O)O)O)O,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1242
c1(CC(C)C)ccc(C(C)C(=O)O)cc1,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.1511
N1C2C(C(=O)N(C)C(=O)C=2C(C(C1=O)N)C)CSc1nnnn1CC(O)=O,"dizziness, diarrhea, headache, vomiting, nausea",Not Severe,0.0934
CCN(C(c1cc(C)ccc1)=O)CC,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1497
C(C)N(C(c1cc(C)ccc1)=O)CC,"dizziness, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.1204
C(O)C1C(C(O)C(OC2C(C(O)C(C(O2)C)O)O)C(O1)Oc1cc(O)c2C(=O)CC(c3ccc(O)cc3)Oc2c1)O,"headache, dizziness, diarrhea, cough, headaches",Not Severe,0.0996
c1c(-c2oc3cc(O)cc(O)c3c(c2O)=O)ccc(O)c1,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.2372
S(CC1(CC1)CC(=O)O)[C@H](CCc1c(cccc1)C(C)(C)O)c1cccc(/C=C/c2ccc3ccc(cc3n2)Cl)c1,"headache, diarrhea, vomiting, nausea, dizziness",Not Severe,0.2008
c1c2oc(-c3cc(O)c(cc3)O)c(OC3OC(CO)C(C(O)C3O)O)c(c2c(O)cc1O)=O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.2235
c1(c(c(oc2cc(cc(O)c21)O)-c1ccc(O)c(c1)O)O)=O,"bloating, gas, diarrhea, belly pain, constipation",Not Severe,0.1515
C(=C/C1=C(C)CCCC1(C)C)\C(C)=C\C=C\C(=C\C(Nc1ccc(O)cc1)=O)C,"headache, skin rash, diarrhea, skin dryness, night-blindness",Not Severe,0.0847
c1(N=C(N(C)C)SCCNC)n(cnc1)C,"dizziness, headache, nausea, stomach irritation, kidney damage",Not Severe,0.1006
c1/c([nH]c(=O)n([C@H]2[C@@H]([C@@H]([C@@H](COC(=O)C(C)C)O2)O)O)c1)=N/O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.142
Fc1c(CSc2[nH]c(=O)c3=CC(OC)=C(OC)NC=c3n2)cccc1,"diarrhea, nausea, stomach upset, headache, dizziness",Not Severe,0.1562
c1([nH]c(nc2c1=CC(OC)=C(NC=2)OC)SCc1ccccc1F)=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1063
O=C(C)Nc1ccc(O)cc1,"diarrhea, headache, dizziness, bloating, gas",Not Severe,0.1364
O=C(O)C1O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H]([C@@H](N=C(N)N)C=1)NC(=O)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.086
c1(ccccc1)C(c1ncc(Cl)cc1)CCN(C)C,"dizziness, headache, itching, nausea, vomiting",Not Severe,0.1704
c1cc(O)ccc1NC(=O)C,"diarrhea, dizziness, headache, nausea, hives",Not Severe,0.1488
[C@H]([C@@H](CO)O)(O)[C@H]1[C@H](NC(C)=O)[C@H](C=C(O1)C(O)=O)N=C(N)N,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.097
C(C1C(C(O)C(OC2OC(C(C(O)C2O)O)C)C(Oc2cc(c3c(c2)OC(c2ccc(O)cc2)CC3=O)O)O1)O)O,"cough, dizziness, headaches, flushing sensation, palpitation",Not Severe,0.0899
Oc1cc2c(c(O)c1)c(c(c(-c1cc(O)c(cc1)O)o2)OC1OC(C(C(O)C1O)O)CO)=O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1666
CC(C)C(O[C@@H]1[C@@](COC(=O)C(C)C)(O[C@@H](n2ccc(nc2=O)N)[C@@H]1OC(=O)C(C)C)N=[N+]=[N-])=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1112
c1cccc(OC(C)=O)c1C(=O)O,"diarrhea, nausea, headache, dizziness, stomach upset",Not Severe,0.1536
Clc1cc2cncc(c2cc1)N1CCN(C)CC1,"constipation, headache, fatigue, dizziness, drowsiness",Not Severe,0.2387
C(=O)(c1ncn(n1)[C@H]1[C@H](O)[C@@H]([C@@H](CO)O1)O)N,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.1236
c1(c(O)cc(-c2c(c(c3c(o2)cc(cc3O)O)=O)O)cc1)O,"dizziness, diarrhea, headache, vomiting, nausea",Not Severe,0.2139
C(N)(=N[C@@H]1[C@H]([C@H]([C@H](O)[C@H](O)CO)OC(C(O)=O)=C1)NC(=O)C)N,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.086
Oc1c(c(O)c(O)cc1[C@H]1O[C@H]([C@H]([C@@H]([C@@H](C1)O[C@H]1[C@H](O)[C@@H](N(C)C)O[C@@H](C1)O)O)CC)C)O,"nausea, diarrhea, vomiting, dizziness, headache",Not Severe,0.1759
CN(C)CCC(c1ncc(cc1)Cl)c1ccccc1,"dizziness, stomach irritation, kidney damage, bleeding, drowsiness",Not Severe,0.2442
c1c(cc([C@H](SCC2(CC2)CC(O)=O)CCc2c(cccc2)C(C)(O)C)cc1)/C=C/c1nc2cc(ccc2cc1)Cl,"headache, heartburn, stomach pain, tiredness, diarrhea",Not Severe,0.1962
c1(=O)c2=CC(OC)=C(NC=c2nc(SCc2c(F)cccc2)[nH]1)OC,"headache, diarrhea, dizziness, vomiting, nausea",Not Severe,0.1421
S(c1nc2=CNC(OC)=C(OC)C=c2c(=O)[nH]1)Cc1ccccc1F,"headache, dizziness, cough, skin dryness, night-blindness",Not Severe,0.1301
[C@H]1([C@@H](O)[C@H](O)[C@@H]2N(CC[C@@H]2O)C1)OC(=O)CCC,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1143
c1ccccc1C=CC(c1c(OC)cc(cc1O)O)=O,"liver damage (overuse), nausea, rash, skin irritation, redness",Not Severe,0.0945
CC(C)C(=O)OC[C@@]1([C@@H](OC(C(C)C)=O)[C@@H](OC(=O)C(C)C)[C@@H](O1)n1c(nc(N)cc1)=O)N=[N+]=[N-],"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.0994
N(=C(SCCNC)N(C)C)c1n(C)cnc1,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1457
Oc1c(O)c2c(cc1O)oc(cc2=O)-c1ccccc1,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.2741
c1cc(ccc1C(C(O)=O)C)CC(C)C,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1515
C[C@@H]1O[C@H](c2cc(c(O)c(c2O)O)O)C[C@@H](O[C@@H]2C[C@@H](O)O[C@H](N(C)C)[C@H]2O)[C@@H](O)[C@@H]1CC,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1555
c1(-c2coc3c(ccc(c3)O)c2=O)ccc(cc1)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1975
c1ccccc1C=CC(=O)c1c(OC)cc(cc1O)O,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.1458
c12cc(ccc2c(NC(CCCN(CC)CC)C)ccn1)Cl,"constipation, headache, fatigue, nausea, vomiting",Not Severe,0.1891
c1(coc2c(ccc(c2)O)c1=O)-c1ccc(O)cc1,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.2199
c1(Cl)ccccc1[C@@H]1C(C(=O)Nc2ncccc2)=C(NC(=C1C(OCC)=O)c1ccc(-n2c(nc3cnccc32)C)cc1)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1203
C1C(c2c(C(=C3CCN(CC3)C)c3c1cccc3)ccs2)=O,"dizziness, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.1696
c1c(O)cc(O)c2c1oc(-c1cc(O)c(cc1)O)c(O)c2=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1946
C1([C@@H]2C=C([C@H]([C@@H]3[C@]2(/C(CO3)=C/C=C/[C@@H]([C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@H](C2)OC)O[C@@H]2O[C@H]([C@H](O)[C@@H](OC)C2)C)/C(C)=C/C[C@H]2O[C@@]3(CC[C@@H]([C@@H]([C@H](CC)C)O3)C)C[C@H](C2)O1)C)O)O)C)=O.O1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@H](C2)OC)O)[C@@H](OC)C[C@@H]1O[C@H]1[C@@H](C)/C=C/C=C2\CO[C@@H]3[C@@H](C(C)=C[C@H]([C@@]32O)C(=O)O[C@@H]2C[C@@]3(O[C@@H](C2)C/C=C/1C)CC[C@@H]([C@H](O3)C(C)C)C)O,"diarrhea, nausea, itching, dizziness, stomach pain",Not Severe,0.1117
C1(=C[C@@H]2[C@]3(O)/C(CO[C@@H]3[C@@H]1O)=C/C=C/[C@@H]([C@H](O[C@H]1C[C@@H]([C@@H](O[C@@H]3O[C@H]([C@@H]([C@@H](OC)C3)O)C)[C@@H](O1)C)OC)/C(=C/C[C@@H]1C[C@H](OC2=O)C[C@@]2(O[C@H](C(C)C)[C@H](CC2)C)O1)C)C)C.C1/C=C/[C@@H]([C@H](O[C@H]2C[C@H](OC)[C@H]([C@@H](O2)C)O[C@H]2C[C@H](OC)[C@H]([C@@H](O2)C)O)/C(C)=C/C[C@H]2O[C@@]3(C[C@H](C2)OC(=O)[C@H]2[C@]4([C@H](OC/C4=1)[C@@H](C(=C2)C)O)O)O[C@@H]([C@H](CC3)C)[C@@H](C)CC)C,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1263
c1(=O)c2c(c(c(O)cc2oc(c1)-c1ccccc1)O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1533
CC(CCCN(CC)CC)Nc1ccnc2c1ccc(Cl)c2,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.2507
c1(n(cc/c([nH]1)=N/O)[C@H]1[C@@H]([C@H](O)[C@H](O1)COC(C(C)C)=O)O)=O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.093
